AIRLINE,AIRLINE_CODE,ORIGIN,DEST,TAXI_OUT,TAXI_IN,CANCELLED,CANCELLATION_CODE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Southwest Airlines Co.,WN,LAS,OMA,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,MSN,17.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IAH,MFE,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,TPA,LGA,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BOS,MCO,18.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MIA,TLH,18.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,PHX,LAX,15.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SEA,ORD,14.0,18.0,0.0,,0.0,0.0,0.0,0.0,124.0
Delta Air Lines Inc.,DL,MCI,DTW,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,BNA,SEA,15.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DTW,STL,8.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,SFO,28.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,IAH,MCI,30.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,ORD,12.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,FLL,BOS,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BDL,MCO,6.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,ROC,23.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,SMF,9.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,LGA,17.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,MCO,IAH,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ABE,ORD,10.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,PHX,YUM,18.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,LAX,BLI,13.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,ATL,11.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,LGA,IAH,23.0,7.0,0.0,,0.0,0.0,47.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,MSY,13.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,SFO,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,31.0
Alaska Airlines Inc.,AS,PDX,SFO,23.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAD,BDL,21.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,RNO,LAX,30.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,LAS,DTW,18.0,17.0,0.0,,27.0,0.0,0.0,0.0,8.0
American Airlines Inc.,AA,MEM,DFW,15.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,HNL,24.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,MEM,36.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LBF,DEN,31.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DEN,DTW,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,CLT,7.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,TUL,DEN,27.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,LFT,DFW,24.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,SAV,17.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,ELP,29.0,4.0,0.0,,32.0,0.0,7.0,0.0,0.0
Southwest Airlines Co.,WN,MKE,CLE,12.0,4.0,0.0,,7.0,0.0,0.0,0.0,10.0
Delta Air Lines Inc.,DL,LAX,ATL,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,LAX,8.0,7.0,0.0,,18.0,0.0,0.0,0.0,16.0
Republic Airline,YX,ATL,HHH,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,PHL,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SBP,DEN,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,IAH,CMH,26.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,MKE,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,BUF,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,PIE,CAK,18.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SMF,ONT,7.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MSP,DEN,16.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,TXK,12.0,4.0,0.0,,68.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,TUS,10.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,FLL,PHL,14.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,CLE,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,LAX,ORD,11.0,34.0,0.0,,9.0,0.0,12.0,0.0,0.0
Spirit Air Lines,NK,MCO,FLL,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,CLT,EYW,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,ATL,16.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,CMH,MCO,7.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,RNO,BUR,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,DCA,BOS,14.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DCA,ORD,12.0,21.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,IND,SFB,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,CMH,BOS,21.0,21.0,0.0,,0.0,0.0,28.0,0.0,0.0
SkyWest Airlines Inc.,OO,ONT,SFO,14.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,SEA,23.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DTW,PHX,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,ORD,22.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,FLL,LGA,17.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,DEN,SLC,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SFO,EUG,16.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,MCO,PHX,22.0,6.0,0.0,,1.0,0.0,0.0,0.0,57.0
SkyWest Airlines Inc.,OO,SFO,LAX,20.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,EKO,22.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,TLH,DCA,14.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,ABI,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,AEX,DFW,8.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ORD,RIC,40.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,BWI,DTW,12.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,SAT,11.0,2.0,0.0,,18.0,0.0,0.0,0.0,337.0
PSA Airlines Inc.,OH,PVD,PHL,18.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,SLC,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,AZA,CVG,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,MKE,SEA,18.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,SAN,35.0,6.0,0.0,,0.0,0.0,15.0,0.0,0.0
American Airlines Inc.,AA,RSW,CLT,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,JFK,41.0,15.0,0.0,,0.0,0.0,18.0,0.0,0.0
American Airlines Inc.,AA,BZN,DFW,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,LAX,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PVD,BWI,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,BNA,JFK,16.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ATL,MGM,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,AGS,26.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,BUR,SFO,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MCO,ATL,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,PIT,BOS,28.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,AZO,DTW,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PHL,IAH,32.0,20.0,0.0,,31.0,0.0,18.0,0.0,0.0
Delta Air Lines Inc.,DL,ORD,MSP,25.0,5.0,0.0,,0.0,0.0,4.0,0.0,28.0
Mesa Airlines Inc.,YV,DFW,SDF,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,CVG,BWI,22.0,4.0,0.0,,7.0,0.0,0.0,0.0,205.0
Republic Airline,YX,RDU,LGA,14.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BHM,DAL,9.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,STL,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,ABQ,7.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SNA,EWR,11.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,BDL,7.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,BTV,20.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,SJC,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,DEN,23.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,PHX,13.0,8.0,0.0,,0.0,17.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DEN,ATL,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,SAV,LGA,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MIA,PIT,14.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,SAN,28.0,3.0,0.0,,4.0,0.0,25.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,AUS,11.0,5.0,0.0,,24.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,LAN,38.0,3.0,0.0,,0.0,0.0,16.0,0.0,10.0
Delta Air Lines Inc.,DL,DCA,ATL,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,ATL,TLH,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,MSP,STL,25.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,ATL,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAX,ATL,10.0,39.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,PIT,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,LGA,SAV,23.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,BOS,CVG,35.0,8.0,0.0,,0.0,0.0,23.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAH,DTW,18.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,MHT,26.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SLC,ATL,20.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MCO,IND,17.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LAX,DTW,10.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,ORF,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,IND,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAS,PDX,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,EYW,18.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,MCO,LAX,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,PHX,12.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,OKC,SLC,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,RSW,6.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,MEM,LGA,18.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,TPA,ORD,10.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,AUS,12.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,CMH,AUS,9.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,CMH,10.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,SGF,19.0,11.0,0.0,,0.0,0.0,4.0,0.0,26.0
United Air Lines Inc.,UA,DFW,SFO,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SNA,LAS,6.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,KOA,HNL,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,ORD,PHL,34.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BDL,LAX,14.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAS,PDX,8.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,FLL,BWI,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,SYR,DEN,10.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,IND,TPA,8.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,SNA,8.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,MHK,18.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,TPA,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,DSM,22.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BOS,PHL,13.0,9.0,0.0,,10.0,0.0,0.0,0.0,7.0
United Air Lines Inc.,UA,SAN,EWR,19.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,MDW,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,GSO,MCO,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,AUS,JFK,21.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ORD,OMA,38.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,CLE,STL,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,LGA,ROC,31.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,BOS,RSW,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PHL,PNS,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SEA,GEG,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,MKE,39.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,AUS,DEN,16.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,JFK,PHX,14.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,MIA,BWI,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,78.0
Southwest Airlines Co.,WN,ATL,DCA,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,LGA,CAE,16.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,MHT,25.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,FLL,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DSM,CLT,11.0,5.0,0.0,,10.0,0.0,0.0,0.0,36.0
Southwest Airlines Co.,WN,LAS,LAX,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,LAX,13.0,6.0,0.0,,0.0,0.0,0.0,0.0,55.0
JetBlue Airways,B6,FLL,SLC,18.0,85.0,0.0,,0.0,0.0,50.0,0.0,0.0
American Airlines Inc.,AA,DFW,SJC,17.0,7.0,0.0,,22.0,0.0,7.0,0.0,13.0
PSA Airlines Inc.,OH,PHL,CMH,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,SFO,16.0,31.0,0.0,,22.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,DEN,SEA,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,SAT,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,BTV,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,IAH,15.0,5.0,0.0,,35.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ATL,PHL,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,MOB,IAH,11.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,AZA,BIS,8.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,JFK,FLL,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,LGA,CAE,17.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,MCO,34.0,8.0,0.0,,110.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,MSY,SEA,16.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAS,PDX,26.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,ORD,13.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DFW,CHS,20.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,MDT,12.0,6.0,0.0,,13.0,0.0,0.0,0.0,19.0
Envoy Air,MQ,AZO,ORD,10.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,EWR,PIT,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,TPA,HPN,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,LRD,DFW,9.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,FNT,ORD,12.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,HNL,ITO,11.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,RSW,EWR,12.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MSY,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,TUS,DEN,10.0,6.0,0.0,,1.0,0.0,0.0,0.0,38.0
SkyWest Airlines Inc.,OO,SFO,SLC,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,LGA,ATL,34.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,AGS,DFW,13.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,MBS,ORD,12.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IAD,ROC,26.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,RDU,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SAT,STL,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,BTV,15.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,EVV,ATL,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,DCA,FLL,21.0,6.0,0.0,,0.0,0.0,17.0,0.0,0.0
Envoy Air,MQ,SWO,DFW,10.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ORD,COU,57.0,6.0,0.0,,0.0,0.0,22.0,0.0,0.0
JetBlue Airways,B6,DCA,BOS,16.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,RSW,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,LAX,9.0,17.0,0.0,,0.0,0.0,15.0,0.0,0.0
Republic Airline,YX,LGA,GSO,30.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SAN,SMF,10.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,MSN,11.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SLC,AUS,19.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,AUS,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,PHX,22.0,4.0,0.0,,0.0,0.0,0.0,0.0,21.0
Allegiant Air,G4,LAS,FAT,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCO,ATL,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,DAL,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,SFO,14.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,SEA,BOS,21.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HNL,KOA,15.0,5.0,0.0,,6.0,0.0,9.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,HOU,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MIA,SAV,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,JAX,MIA,11.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,OAK,BLI,11.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,GSO,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,DCA,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,SEA,9.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,EWR,PWM,22.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,VPS,DFW,12.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,DFW,TRI,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MCO,PIT,22.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BOS,BWI,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,ORD,TUS,26.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
